"Game","Count","PopularityCategory"
"mortal-kombat-trilogy",1,"Not so popular"
"king-of-fighters-xiii",1,"Not so popular"
"captain-tsubasa",1,"Not so popular"
"system-protocol-one",1,"Not so popular"
"dynasty-warriors-next",1,"Not so popular"
"killzone-3",1,"Not so popular"
"afterwind",1,"Not so popular"
"rayman-forever",1,"Not so popular"
"command-conquer-tiberium-alliances",1,"Not so popular"
"multiwinia",1,"Not so popular"
"burnout-revenge",1,"Not so popular"
"spellsword",1,"Not so popular"
"tiger-woods-pga-tour-08",1,"Not so popular"
"chicken-invaders-4",1,"Not so popular"
"minibash",1,"Not so popular"
"deadly-rooms-of-death",1,"Not so popular"
"blast-monkeys",1,"Not so popular"
"mr-block-free",1,"Not so popular"
"pocket-empires",1,"Not so popular"
"kawaii-pet-megu",1,"Not so popular"
"xvm-mod",1,"Not so popular"
"a-train-8",1,"Not so popular"
"fotonica",1,"Not so popular"
"trainz-2010",1,"Not so popular"
"panzer-corps",1,"Not so popular"
"super-laser-racer",1,"Not so popular"
"ziro",1,"Not so popular"
"castle-vox",1,"Not so popular"
"gyromancer",1,"Not so popular"
"space-quest-4",1,"Not so popular"
"stardunk",1,"Not so popular"
"virtual-families",1,"Not so popular"
"gamer-mom",1,"Not so popular"
"masters-of-the-arcane",1,"Not so popular"
"frozen-synapse-red",1,"Not so popular"
"enigmo-2",1,"Not so popular"
"railworks-2",1,"Not so popular"
"realms-of-the-diggle-god",1,"Not so popular"
"fist-of-the-north-star",1,"Not so popular"
"i-am-alive",1,"Not so popular"
"kawashima-brain-training",1,"Not so popular"
"irukandji",1,"Not so popular"
"hydrophobia",1,"Not so popular"
"midnight-leaves",1,"Not so popular"
"alchemy",1,"Not so popular"
"juiced",1,"Not so popular"
"sideway",1,"Not so popular"
"gangland",1,"Not so popular"
"oddworld-munchs-odyssey",1,"Not so popular"
"age-of-legends",1,"Not so popular"
"star-wars-dark-forces",1,"Not so popular"
"lock-on-flaming-cliffs",1,"Not so popular"
"universe-at-war",1,"Not so popular"
"knightfall-2",1,"Not so popular"
"super-mario-63",1,"Not so popular"
"lumines",1,"Not so popular"
"zombie-soccer",1,"Not so popular"
"lugaru-hd",1,"Not so popular"
"super-stardust-hd",1,"Not so popular"
"beacon",1,"Not so popular"
"jade-cocoon-2",1,"Not so popular"
"stubbs-the-zombie",1,"Not so popular"
"genji-days-of-the-blade",1,"Not so popular"
"burnout",1,"Not so popular"
"cursed-crusade",1,"Not so popular"
"elemental-war-of-magic",1,"Not so popular"
"tmnt-4-turtles-in-time",1,"Not so popular"
"street-hockey-95",1,"Not so popular"
"uniracers",1,"Not so popular"
"hedgehog-launch",1,"Not so popular"
"slay",1,"Not so popular"
"wwe-12",1,"Not so popular"
"exoplanet-war",1,"Not so popular"
"bubble-bobble-neo",1,"Not so popular"
"distant-worlds-shakturi",1,"Not so popular"
"scramble-with-friends",1,"Not so popular"
"super-smash-land",1,"Not so popular"
"de-blob-2",1,"Not so popular"
"office-jerk",1,"Not so popular"
"sugar-cube",1,"Not so popular"
"otomedius-excellent",1,"Not so popular"
"the-dreamhold",1,"Not so popular"
"fear-3",1,"Not so popular"
"castaway",1,"Not so popular"
"the-watchmaker",1,"Not so popular"
"naruto-clash-of-ninjas",1,"Not so popular"
"mechcommander-2",1,"Not so popular"
"kirbys-epic-yarn",1,"Not so popular"
"reign-of-the-undead",1,"Not so popular"
"williams-pinball-classics",1,"Not so popular"
"auditorium",1,"Not so popular"
"virtual-city-playground",1,"Not so popular"
"espn-fantasy-football",1,"Not so popular"
"burnout-legends",1,"Not so popular"
"pangya-fantasy-golf",1,"Not so popular"
"mlb-08-the-show",1,"Not so popular"
"spelltower",1,"Not so popular"
"street-fighter-iv-volt",1,"Not so popular"
"magic-tree",1,"Not so popular"
"the-president-is-missing",1,"Not so popular"
"warsong",1,"Not so popular"
"appy-1000mg",1,"Not so popular"
"impossible-mission-ii",1,"Not so popular"
"seven-minutes",1,"Not so popular"
"replica-island",1,"Not so popular"
"tap-tap-revenge-4",1,"Not so popular"
"nhl-11",1,"Not so popular"
"ichi",1,"Not so popular"
"star-wars-republic-heroes",1,"Not so popular"
"battle-city",1,"Not so popular"
"saint-seiya-senki",1,"Not so popular"
"harms-way",1,"Not so popular"
"65-million-and-one-bc",1,"Not so popular"
"stair-dismount",1,"Not so popular"
"geared-2",1,"Not so popular"
"lands-of-lore-god",1,"Not so popular"
"id-tech-4",1,"Not so popular"
"carmen-sandiego",1,"Not so popular"
"great-adventures-lim",1,"Not so popular"
"metroid-zero-mission",1,"Not so popular"
"fifa-09",1,"Not so popular"
"anno-1701",1,"Not so popular"
"lost-eden",1,"Not so popular"
"penumbra",1,"Not so popular"
"vagrant-story",1,"Not so popular"
"pyramids",1,"Not so popular"
"larax-and-zaco",1,"Not so popular"
"the-sims-series",1,"Not so popular"
"blueberry-garden",1,"Not so popular"
"hyper-princess-pitch",1,"Not so popular"
"mario-vs-dk-3",1,"Not so popular"
"eets",1,"Not so popular"
"glowfish",1,"Not so popular"
"rise-of-immortals",1,"Not so popular"
"slice-it",1,"Not so popular"
"breath-of-death-vii",1,"Not so popular"
"wii-music",1,"Not so popular"
"resident-evil-umbrella",1,"Not so popular"
"entanglement",1,"Not so popular"
"grand-slam-tennis",1,"Not so popular"
"my-fitness-coach",1,"Not so popular"
"tower-of-the-sorcerer",1,"Not so popular"
"mutant-league-football",1,"Not so popular"
"revenant",1,"Not so popular"
"the-pandora-directive",1,"Not so popular"
"the-club",1,"Not so popular"
"kid-icarus",1,"Not so popular"
"memory-challenge",1,"Not so popular"
"netstorm-islands-at-war",1,"Not so popular"
"capitalism-2",1,"Not so popular"
"rex-blade-battle-begins",1,"Not so popular"
"track-and-field",1,"Not so popular"
"kdfw",1,"Not so popular"
"heroes-of-ruin",1,"Not so popular"
"valkyrie-profile",1,"Not so popular"
"covenant-of-the-plume",1,"Not so popular"
"silent-hill-origins",1,"Not so popular"
"neverball",1,"Not so popular"
"pokedex-3d",1,"Not so popular"
"condemned",1,"Not so popular"
"pando-media-booster",1,"Not so popular"
"maze-war",1,"Not so popular"
"mario-sonic-winter-games",1,"Not so popular"
"still-life",1,"Not so popular"
"knights-of-xentar",1,"Not so popular"
"ghosts-n-goblins",1,"Not so popular"
"binary-domain",1,"Not so popular"
"hot-shots-golf-wi",1,"Not so popular"
"kirbys-pinball-land",1,"Not so popular"
"rhythm-thief",1,"Not so popular"
"astroslugs",1,"Not so popular"
"wipeout",1,"Not so popular"
"hacker-evolution-untold",1,"Not so popular"
"the-typing-of-the-dead-2",1,"Not so popular"
"gomoku",1,"Not so popular"
"qube-adventures",1,"Not so popular"
"planet-crashers",1,"Not so popular"
"catalog-heaven",1,"Not so popular"
"steel-storm-br",1,"Not so popular"
"the-oil-blue",1,"Not so popular"
"fortune-summoners",1,"Not so popular"
"cladun",1,"Not so popular"
"command-and-conquer-4",1,"Not so popular"
"bookworm-adventures",1,"Not so popular"
"wild-arms-4",1,"Not so popular"
"chobots",1,"Not so popular"
"droid-assault",1,"Not so popular"
"dod-conquest-wizardlands",1,"Not so popular"
"viewtiful-joe",1,"Not so popular"
"symphony",1,"Not so popular"
"inotia-3",1,"Not so popular"
"unmechanical",1,"Not so popular"
"adventures-of-shuggy",1,"Not so popular"
"ship-simulator-extremes",1,"Not so popular"
"x-series",1,"Not so popular"
"the-amazing-spiderman",1,"Not so popular"
"nfl-pro-2012",1,"Not so popular"
"zumas-revenge",1,"Not so popular"
"fitocracy",1,"Not so popular"
"fluff-friends-rescue",1,"Not so popular"
"karate-champ",1,"Not so popular"
"elephant-quest",1,"Not so popular"
"karoshi-2",1,"Not so popular"
"megaman-starforce-2",1,"Not so popular"
"katawa-shoujo",1,"Not so popular"
"urban-rivals",1,"Not so popular"
"hatchi",1,"Not so popular"
"faery-legends-of-avalon",1,"Not so popular"
"madden-13",1,"Not so popular"
"uniwar",1,"Not so popular"
"postal",1,"Not so popular"
"lemmings",1,"Not so popular"
"spirits",1,"Not so popular"
"starlancer",1,"Not so popular"
"fantasica",1,"Not so popular"
"great-battles-medieval",1,"Not so popular"
"bionic-commando",1,"Not so popular"
"cat-life-chatchat",1,"Not so popular"
"crashday",1,"Not so popular"
"secret-files-3",1,"Not so popular"
"pixel-perfect-puzzles",1,"Not so popular"
"octgn",1,"Not so popular"
"another-bound-neo",1,"Not so popular"
"cobalt",1,"Not so popular"
"fully-ramblomatic",1,"Not so popular"
"hinterland",1,"Not so popular"
"ufc-trainer",1,"Not so popular"
"buck-bumble",1,"Not so popular"
"fortune-street-wii",1,"Not so popular"
"gotham-city-impostors",1,"Not so popular"
"brightwood-adventures",1,"Not so popular"
"hyperdimension-neptunia",1,"Not so popular"
"burrito-bison-revenge",1,"Not so popular"
"grepolis",1,"Not so popular"
"pixelry",1,"Not so popular"
"lock-n-roll",1,"Not so popular"
"seed-rise-of-darkness",1,"Not so popular"
"silversword",1,"Not so popular"
"asphalt-7-heat",1,"Not so popular"
"hell-yeah",1,"Not so popular"
"pokemmo",1,"Not so popular"
"syndicate-wars",1,"Not so popular"
"jewels-of-the-oracle",1,"Not so popular"
"gameshark-pro",1,"Not so popular"
"lostwinds",1,"Not so popular"
"artist-colony",1,"Not so popular"
"wars-of-the-roses",1,"Not so popular"
"dark-reign",1,"Not so popular"
"little-big-planet-vita",1,"Not so popular"
"liberation-maiden",1,"Not so popular"
"catacomb-snatch",1,"Not so popular"
"skyfall-bioes",1,"Not so popular"
"joe-danger-2",1,"Not so popular"
"cyberia",1,"Not so popular"
"reprisal",1,"Not so popular"
"desktop-defender",1,"Not so popular"
"glory-of-heracles",1,"Not so popular"
"monster-girl-quest",1,"Not so popular"
"microsoft-train-simulator",1,"Not so popular"
"valor",1,"Not so popular"
"flicky",1,"Not so popular"
"openfeint",1,"Not so popular"
"clive-barkers-undying",1,"Not so popular"
"halo-waypoint",1,"Not so popular"
"penny-arcade-2",1,"Not so popular"
"four-days",1,"Not so popular"
"medievil",1,"Not so popular"
"medievil-resurrection",1,"Not so popular"
"skylanders-cloud-patrol",1,"Not so popular"
"tower-defense",1,"Not so popular"
"metal-torrent",1,"Not so popular"
"dogfighter",1,"Not so popular"
"0x10c",1,"Not so popular"
"ufo-alien-invasion",1,"Not so popular"
"skifree",1,"Not so popular"
"raptor-safari",1,"Not so popular"
"ricochet",1,"Not so popular"
"zombie-panic-source",1,"Not so popular"
"legends-of-wrestling-2",1,"Not so popular"
"my-baby-3-and-friends",1,"Not so popular"
"castle-of-the-winds",1,"Not so popular"
"yoshis-island",1,"Not so popular"
"stargate-resistance",1,"Not so popular"
"space-quest-2",1,"Not so popular"
"wing-commander",1,"Not so popular"
"football-manager-2011",1,"Not so popular"
"warning-forever",1,"Not so popular"
"ms-flight-simulator-2004",1,"Not so popular"
"battle-of-the-immortals",1,"Not so popular"
"pokemon-vortex",1,"Not so popular"
"xiii",1,"Not so popular"
"war-metal",1,"Not so popular"
"europa-universalis-rome",1,"Not so popular"
"a-tale-in-the-desert",1,"Not so popular"
"motorstorm-rc",1,"Not so popular"
"outcast",1,"Not so popular"
"california-gold-rush-2",1,"Not so popular"
"ufo-extraterrestrials",1,"Not so popular"
"mega-man-zx",1,"Not so popular"
"skate",1,"Not so popular"
"inside-a-star-filled-sky",1,"Not so popular"
"sword-and-poker-2",1,"Not so popular"
"avernum-6",1,"Not so popular"
"warmux",1,"Not so popular"
"city-story",1,"Not so popular"
"mortal-kombat-4",1,"Not so popular"
"ibomber-defense",1,"Not so popular"
"diamond-dash",1,"Not so popular"
"lost-odyssey",1,"Not so popular"
"gray-matter",1,"Not so popular"
"async-corp",1,"Not so popular"
"trauma",1,"Not so popular"
"ikariam",1,"Not so popular"
"mud-tv",1,"Not so popular"
"henry-hatsworth",1,"Not so popular"
"wallace-and-gromit-1",1,"Not so popular"
"planetfall",1,"Not so popular"
"rf-online",1,"Not so popular"
"stick-rpg-2",1,"Not so popular"
"wings-of-prey",1,"Not so popular"
"jewels",1,"Not so popular"
"darkspore",1,"Not so popular"
"treasures-of-montezuma",1,"Not so popular"
"quake-wars",1,"Not so popular"
"infectonator-2",1,"Not so popular"
"zookeeper-dx",1,"Not so popular"
"all-my-enemies",1,"Not so popular"
"alien-logic",1,"Not so popular"
"twisted-metal",1,"Not so popular"
"aporkalypse",1,"Not so popular"
"world-golf-tour",1,"Not so popular"
"postal-3",1,"Not so popular"
"white-knight-chronicles-2",1,"Not so popular"
"hidden-chronicles",1,"Not so popular"
"wolfteam",1,"Not so popular"
"hydro-thunder-hurricane",1,"Not so popular"
"sarpbc",1,"Not so popular"
"magnetic-billiards",1,"Not so popular"
"the-last-rocket",1,"Not so popular"
"mikeinel-who",1,"Not so popular"
"backyard-monsters",1,"Not so popular"
"bunni",1,"Not so popular"
"snuggle-truck",1,"Not so popular"
"illbleed",1,"Not so popular"
"hector-badge-of-carnage",1,"Not so popular"
"cultures",1,"Not so popular"
"conquer-club",1,"Not so popular"
"ketzals-corridors",1,"Not so popular"
"trickster",1,"Not so popular"
"ssx-2012",1,"Not so popular"
"crash-time-2",1,"Not so popular"
"champions-online",1,"Not so popular"
"mlb-2k10",1,"Not so popular"
"team-fortress-arcade",1,"Not so popular"
"lunar-racer",1,"Not so popular"
"cl-gm-attractive-people",1,"Not so popular"
"assassins-creed-project-legacy",1,"Not so popular"
"infiniminer",1,"Not so popular"
"parking-mania-lite",1,"Not so popular"
"project-space-station",1,"Not so popular"
"power-of-illusion",1,"Not so popular"
"arel-wars-2",1,"Not so popular"
"san-francisco-rush-2049",1,"Not so popular"
"maddog-williams",1,"Not so popular"
"godfather-2",1,"Not so popular"
"marvel-infinity-gauntlet",1,"Not so popular"
"fight-night-round-4",1,"Not so popular"
"world-cruise-story",1,"Not so popular"
"fifa-manager-2013",1,"Not so popular"
"xcom-series",1,"Not so popular"
"custom-robo-arena",1,"Not so popular"
"jumper",1,"Not so popular"
"puzzle-agent-2",1,"Not so popular"
"battlefield-1943",1,"Not so popular"
"under-the-garden",1,"Not so popular"
"california-games",1,"Not so popular"
"touch-my-katamari",1,"Not so popular"
"godfinger",1,"Not so popular"
"final-fantasy-mystic-quest",1,"Not so popular"
"icy-gifts-2",1,"Not so popular"
"torchlight-2-engineer",1,"Not so popular"
"shining-force",1,"Not so popular"
"your-doodles-are-bugged",1,"Not so popular"
"extreme-road-trip-2",1,"Not so popular"
"shut-up-and-jam-gaiden",1,"Not so popular"
"chess-cube",1,"Not so popular"
"castleville",1,"Not so popular"
"zumba-blitz",1,"Not so popular"
"pirates-ahoy",1,"Not so popular"
"frontierville",1,"Not so popular"
"mobiloid",1,"Not so popular"
"rayman-jungle-run",1,"Not so popular"
"little-big-planet-karting",1,"Not so popular"
"tintin",1,"Not so popular"
"ginormo-sword",1,"Not so popular"
"winnie-the-pooh",1,"Not so popular"
"freeway-fury-2",1,"Not so popular"
"captain-forever",1,"Not so popular"
"moby-dick",1,"Not so popular"
"hack-slash-crawl",1,"Not so popular"
"dolphin-olympics-2",1,"Not so popular"
"team-fortress",1,"Not so popular"
"final-fantasy-airborn-brigade",1,"Not so popular"
"the-journey-down-chapter1",1,"Not so popular"
"miner-wars-arena",1,"Not so popular"
"no-more-heroes-2",1,"Not so popular"
"word-derby",1,"Not so popular"
"zen-pinball-hd",1,"Not so popular"
"grow-cannon",1,"Not so popular"
"spy-mouse",1,"Not so popular"
"angry-gran",1,"Not so popular"
"re-volt",1,"Not so popular"
"seed-2-vortex-of-war",1,"Not so popular"
"fuel",1,"Not so popular"
"football-manager-2010",1,"Not so popular"
"bug-defense",1,"Not so popular"
"captain-jameson",1,"Not so popular"
"captain-successor",1,"Not so popular"
"erkie",1,"Not so popular"
"rawbots",1,"Not so popular"
"drugbound",1,"Not so popular"
"wake-up-club",1,"Not so popular"
"restaurant-city",1,"Not so popular"
"farming-simulator-2011",1,"Not so popular"
"mega-man-9",1,"Not so popular"
"mega-man-zx-advent",1,"Not so popular"
"bit-trip-fate",1,"Not so popular"
"maldita-castilla",1,"Not so popular"
"strikefleet-omega",1,"Not so popular"
"game-boy-wars",1,"Not so popular"
"zumba-fitness-rush",1,"Not so popular"
"might-and-magic-2-another-world",1,"Not so popular"
"harvest-moon-series",1,"Not so popular"
"kirbys-adventure-3ds",1,"Not so popular"
"police-quest",1,"Not so popular"
"powder",1,"Not so popular"
"industrial-revolution",1,"Not so popular"
"sly-cooper-thieves-in-time",1,"Not so popular"
"galaxir",1,"Not so popular"
"hackycat",1,"Not so popular"
"the-unfinished-swan",1,"Not so popular"
"monster-maker-3",1,"Not so popular"
"zombiu",1,"Not so popular"
"anodyne",1,"Not so popular"
"big-red-racing",1,"Not so popular"
"robo-defense",1,"Not so popular"
"jelly-defense",1,"Not so popular"
"pirate101",1,"Not so popular"
"kung-fu-strike",1,"Not so popular"
"blade-kitten",1,"Not so popular"
"doodle-god",1,"Not so popular"
"droplitz",1,"Not so popular"
"reversi",1,"Not so popular"
"the-croods",1,"Not so popular"
"ratchet-and-clank-q-force",1,"Not so popular"
"brigandine",1,"Not so popular"
"super-mamc",1,"Not so popular"
"shortyz",1,"Not so popular"
"fix-it-felix-jr",1,"Not so popular"
"the-room",1,"Not so popular"
"trivia-adventure",1,"Not so popular"
"paperplane",1,"Not so popular"
"tiger-woods-pga-tour-14",1,"Not so popular"
"cargo-commander",1,"Not so popular"
"a-virus-named-tom",1,"Not so popular"
"last-bronx",1,"Not so popular"
"war-inc-battlezone",1,"Not so popular"
"highgrounds",1,"Not so popular"
"ragnarok-odyssey",1,"Not so popular"
"zombieville-usa-2",1,"Not so popular"
"cross-edge",1,"Not so popular"
"momodora-ii",1,"Not so popular"
"go-beryllium",1,"Not so popular"
"dont-look-back",1,"Not so popular"
"tremulous",1,"Not so popular"
"castlevania-harmony-of-despair",1,"Not so popular"
"mittens",1,"Not so popular"
"kings-bounty-crossworlds",1,"Not so popular"
"fish-out-of-water",1,"Not so popular"
"zookeeper-battle",1,"Not so popular"
"pokemon-world-online",1,"Not so popular"
"x-arcade",1,"Not so popular"
"dark-quest",1,"Not so popular"
"trinity-universe",1,"Not so popular"
"blades-of-time",1,"Not so popular"
"soldier-fortune-payback",1,"Not so popular"
"sd-gundam-capsule-fighter",1,"Not so popular"
"heretic",1,"Not so popular"
"mlb-2k13",1,"Not so popular"
"chasm-the-rift",1,"Not so popular"
"darkfall-unholy-wars",1,"Not so popular"
"kbounce",1,"Not so popular"
"doritos-crash-course-2",1,"Not so popular"
"the-tribez",1,"Not so popular"
"underrail",1,"Not so popular"
"sims-3-seasons",1,"Not so popular"
"pinball-fx2",1,"Not so popular"
"strongbads-cool-game",1,"Not so popular"
"velocity-ultra",1,"Not so popular"
"tsukihime",1,"Not so popular"
"chess-the-gathering",1,"Not so popular"
"shantae-riskys-revenge",1,"Not so popular"
"legend-of-legaia",1,"Not so popular"
"hiversaires",1,"Not so popular"
"i-dig-it",1,"Not so popular"
"patrician-iv",1,"Not so popular"
"and-yet-it-moves",1,"Not so popular"
"flatout-ultimate-carnage",1,"Not so popular"
