"Game","Count","PopularityCategory"
"majesty-northern-exp",1,"Not so popular"
"mission-control-nanomech",1,"Not so popular"
"osudroid",1,"Not so popular"
"inherit-the-earth",1,"Not so popular"
"brutal-paws-of-fury",1,"Not so popular"
"driveclub",1,"Not so popular"
"rune-factory-2",1,"Not so popular"
"robinson-crusoe",1,"Not so popular"
"mob-rule",1,"Not so popular"
"game-boy-printer",1,"Not so popular"
"street-wars",1,"Not so popular"
"thief-2",1,"Not so popular"
"montage-parody-the-game",1,"Not so popular"
"math-busters",1,"Not so popular"
"biz-builder-delux",1,"Not so popular"
"pokemon-play-it",1,"Not so popular"
"unreal-world",1,"Not so popular"
"blue-toad-murder-files",1,"Not so popular"
"frog-fractions",1,"Not so popular"
"road-not-taken",1,"Not so popular"
"timelapse",1,"Not so popular"
"shantae-pirates-curse",1,"Not so popular"
"galaxy-trucker",1,"Not so popular"
"cities-xxl",1,"Not so popular"
"wwe-smackdown-hctp",1,"Not so popular"
"elsword-online",1,"Not so popular"
"machineers",1,"Not so popular"
"makeitrain",1,"Not so popular"
"championship-manager-2",1,"Not so popular"
"breakout",1,"Not so popular"
"steam-group",1,"Not so popular"
"scorched-earth",1,"Not so popular"
"great-little-war-game",1,"Not so popular"
"orion-vault",1,"Not so popular"
"the-suffering",1,"Not so popular"
"dawn-of-the-dragons",1,"Not so popular"
"dragon-warrior-monsters-2",1,"Not so popular"
"starsiege",1,"Not so popular"
"olliolli-2",1,"Not so popular"
"ring-runner-fots",1,"Not so popular"
"rex-rocket",1,"Not so popular"
"always-sometimes-monsters",1,"Not so popular"
"boring-man",1,"Not so popular"
"bonbon-cakery",1,"Not so popular"
"randals-monday",1,"Not so popular"
"la-tale",1,"Not so popular"
"retron-5",1,"Not so popular"
"muchi-muchi-pork",1,"Not so popular"
"nhl-14",1,"Not so popular"
"papas-freezeria",1,"Not so popular"
"sine-rider",1,"Not so popular"
"google-maps-pacman",1,"Not so popular"
"chess-evolved",1,"Not so popular"
"fist-of-jesus",1,"Not so popular"
"140",1,"Not so popular"
"high-noon-2",1,"Not so popular"
"small-world-2",1,"Not so popular"
"grav",1,"Not so popular"
"etrian-mystery-dungeon",1,"Not so popular"
"nitro-nation",1,"Not so popular"
"anvil-of-dawn",1,"Not so popular"
"icbm",1,"Not so popular"
"lethal-league",1,"Not so popular"
"micron",1,"Not so popular"
"trivial-pursuit-live",1,"Not so popular"
"wotl-eternal",1,"Not so popular"
"ironclad-tactics",1,"Not so popular"
"phalanx",1,"Not so popular"
"polarity",1,"Not so popular"
"heroes-of-might-and-magic",1,"Not so popular"
"barbie-super-model",1,"Not so popular"
"style-savvy-trendsetters",1,"Not so popular"
"trulon",1,"Not so popular"
"underworld-empire",1,"Not so popular"
"pony-clicker",1,"Not so popular"
"dex",1,"Not so popular"
"micropolis",1,"Not so popular"
"highrise-heroes",1,"Not so popular"
"sonic-rivals",1,"Not so popular"
"rule-of-rose",1,"Not so popular"
"windward",1,"Not so popular"
"streetpass-zombies-battleground-z",1,"Not so popular"
"interloper",1,"Not so popular"
"monsters-den",1,"Not so popular"
"mad-bullets",1,"Not so popular"
"kung-fury-street-rage",1,"Not so popular"
"hitchhikers-guide",1,"Not so popular"
"one-more-dash",1,"Not so popular"
"four-kings-casino",1,"Not so popular"
"live-from-bikini-bottom",1,"Not so popular"
"survivalist",1,"Not so popular"
"infinite-stairs",1,"Not so popular"
"deadwalk-the-last-war",1,"Not so popular"
"flutter",1,"Not so popular"
"technobabylon",1,"Not so popular"
"ez-pz-rpg",1,"Not so popular"
"space-engine",1,"Not so popular"
"codename-steam",1,"Not so popular"
"dr-mario-miracle-cure",1,"Not so popular"
"in-verbis-virtus",1,"Not so popular"
"mario-party-3",1,"Not so popular"
"naruto-uns-revolution",1,"Not so popular"
"cow-evolution",1,"Not so popular"
"hot-shots-tennis",1,"Not so popular"
"swapquest",1,"Not so popular"
"audiosurf-2",1,"Not so popular"
"pangenesis",1,"Not so popular"
"medieval-total-war",1,"Not so popular"
"knight-online",1,"Not so popular"
"angry-birds-fight",1,"Not so popular"
"wtch-dogs",1,"Not so popular"
"kulki",1,"Not so popular"
"prof-layton-miracle-mask",1,"Not so popular"
"door-kickers",1,"Not so popular"
"lisa-the-painful-rpg",1,"Not so popular"
"ultima-8",1,"Not so popular"
"her-story",1,"Not so popular"
"pacman-color-edition",1,"Not so popular"
"oddworld-new-n-tasty",1,"Not so popular"
"freedom-wars",1,"Not so popular"
"castle-in-the-darkness",1,"Not so popular"
"shower-game",1,"Not so popular"
"the-magic-circle",1,"Not so popular"
"hitman-sniper",1,"Not so popular"
"sly-2",1,"Not so popular"
"minute-dungeon",1,"Not so popular"
"terratech",1,"Not so popular"
"mischief-makers",1,"Not so popular"
"soft-pixel-dungeon",1,"Not so popular"
"hearthlands",1,"Not so popular"
"my-singing-monsters",1,"Not so popular"
"idle-oil-tycoon",1,"Not so popular"
"mechwarrior-3",1,"Not so popular"
"ink",1,"Not so popular"
"rhythm-tengoku-the-best-+",1,"Not so popular"
"kingdom-rush-origins",1,"Not so popular"
"control-group",1,"Not so popular"
"die-hard-nakatomi-plaza",1,"Not so popular"
"loot-and-legends",1,"Not so popular"
"sonic-dreams-collection",1,"Not so popular"
"way-of-gold-and-steel",1,"Not so popular"
"trine-3",1,"Not so popular"
"shot-online",1,"Not so popular"
"ss3-afv",1,"Not so popular"
"evoland-2",1,"Not so popular"
"amazon-underground",1,"Not so popular"
"lolipop-chainsaw",1,"Not so popular"
"donkey-kong-land",1,"Not so popular"
"viktor",1,"Not so popular"
"gears-of-war-ultimate",1,"Not so popular"
"pure-holdem",1,"Not so popular"
"colobot",1,"Not so popular"
"stupid-invaders",1,"Not so popular"
"conkers-bad-fur-day",1,"Not so popular"
"x-plane-10",1,"Not so popular"
"sakura-clicker",1,"Not so popular"
"stasis",1,"Not so popular"
"staff-of-kings",1,"Not so popular"
"civcrafter",1,"Not so popular"
"tangled",1,"Not so popular"
"brave",1,"Not so popular"
"military-madness",1,"Not so popular"
"logis-tycoon-evolution",1,"Not so popular"
"metal-gear-solid-portable-ops",1,"Not so popular"
"metal-gear-solid-portable-ops-plus",1,"Not so popular"
"disgaea-5-demo",1,"Not so popular"
"chipset-0",1,"Not so popular"
"darkscape",1,"Not so popular"
"orion-prelude",1,"Not so popular"
"orion-dino-hunt",1,"Not so popular"
"hellmouth",1,"Not so popular"
"i-wanna-be-the-boshy",1,"Not so popular"
"smash-hit",1,"Not so popular"
"viridi",1,"Not so popular"
"legend-of-legacy",1,"Not so popular"
"metalstorm",1,"Not so popular"
"tony-hawks-pro-skater-5",1,"Not so popular"
"cythera",1,"Not so popular"
"fingered",1,"Not so popular"
"game-corp",1,"Not so popular"
"pro-evolution-soccer-2014",1,"Not so popular"
"call-of-duty-online",1,"Not so popular"
"moonlight-blade",1,"Not so popular"
"shopheroes",1,"Not so popular"
"demolition-derby",1,"Not so popular"
"galak-z-the-dimensional",1,"Not so popular"
"samurai-vs-zombies-2",1,"Not so popular"
"downwell",1,"Not so popular"
"sword-coast-legends",1,"Not so popular"
"unlimited-ninja",1,"Not so popular"
"world-conqueror-2",1,"Not so popular"
"pulsar-lost-colony",1,"Not so popular"
"imperialism-2",1,"Not so popular"
"ratchet-and-clank-2-going-commando",1,"Not so popular"
"dungeon-warfare",1,"Not so popular"
"wwe-2k-series",1,"Not so popular"
"project-64",1,"Not so popular"
"kane-and-lynch-2",1,"Not so popular"
"gazillionaire",1,"Not so popular"
"sword-of-fargoal",1,"Not so popular"
"flash-flash-revolution",1,"Not so popular"
"dead-to-rights-2",1,"Not so popular"
"pro-evolution-soccer-2009",1,"Not so popular"
"wwtbam",1,"Not so popular"
"age-of-empires-series",1,"Not so popular"
"ultimate-space-commando",1,"Not so popular"
"just-dance-2",1,"Not so popular"
"mine-defense",1,"Not so popular"
"legends-of-eisenwald",1,"Not so popular"
"convoy",1,"Not so popular"
"impossible-creatures",1,"Not so popular"
"discworld-mud",1,"Not so popular"
"splash",1,"Not so popular"
"dragon-quest-ix",1,"Not so popular"
"deathstate",1,"Not so popular"
"tekken-6",1,"Not so popular"
"sword-art-online-lost-song",1,"Not so popular"
"spy-fox-hold-the-mustard",1,"Not so popular"
"quake-4",1,"Not so popular"
"hmm-chronicles",1,"Not so popular"
"just-dance-now",1,"Not so popular"
"hurtworld",1,"Not so popular"
"dawn-of-war-soulstorm",1,"Not so popular"
"smashy-road-wanted",1,"Not so popular"
"avernum-5",1,"Not so popular"
"harbormaster",1,"Not so popular"
"warhammer-online",1,"Not so popular"
"pokemon-picross",1,"Not so popular"
"beyond-sol",1,"Not so popular"
"virtual-villagers-2",1,"Not so popular"
"project-mirai-dx",1,"Not so popular"
"guitar-hero-series",1,"Not so popular"
"unkilled",1,"Not so popular"
"call-of-duty-2",1,"Not so popular"
"edna-and-harvey-breakout",1,"Not so popular"
"no-one-lives-forever-2",1,"Not so popular"
"skate-3",1,"Not so popular"
"why-am-i-dead-at-sea",1,"Not so popular"
"murdered-soul-suspect",1,"Not so popular"
"emily-is-away",1,"Not so popular"
"retron-3",1,"Not so popular"
"london-underground-sim",1,"Not so popular"
"the-matrix-online",1,"Not so popular"
"pokemon-pinball",1,"Not so popular"
"dragons-rise-of-berk",1,"Not so popular"
"time-clickers",1,"Not so popular"
"heavy-bullets",1,"Not so popular"
"trade-empires",1,"Not so popular"
"atari-jaguar",1,"Not so popular"
"soul-sacrifice-delta",1,"Not so popular"
"oxenfree",1,"Not so popular"
"twenty",1,"Not so popular"
"guwange",1,"Not so popular"
"f1-2015",1,"Not so popular"
"harry-the-handsome-exec",1,"Not so popular"
"cadillacs-and-dinosaurs",1,"Not so popular"
"fantasy-warlord",1,"Not so popular"
"knight-squad",1,"Not so popular"
"rising-kingdoms",1,"Not so popular"
"aurora-4x",1,"Not so popular"
"farm-heroes",1,"Not so popular"
"megaman-legacy",1,"Not so popular"
"rush",1,"Not so popular"
"attack-on-titan",1,"Not so popular"
"the-walking-dead-michonne",1,"Not so popular"
"sheltered",1,"Not so popular"
"toy-soldiers",1,"Not so popular"
"first-strike",1,"Not so popular"
"gundam-breaker-3",1,"Not so popular"
"worms-battlegrounds",1,"Not so popular"
"vikings-war-of-clans",1,"Not so popular"
"zelda-phantom-hourglass",1,"Not so popular"
"deadbolt",1,"Not so popular"
"glean-2",1,"Not so popular"
"balrum",1,"Not so popular"
"dungeon-hunter",1,"Not so popular"
"second-life",1,"Not so popular"
"sputnik-eyes",1,"Not so popular"
"return-to-popolocrois",1,"Not so popular"
"boxboy-2",1,"Not so popular"
"forsaken-isle",1,"Not so popular"
"60-seconds",1,"Not so popular"
"kumoon-classic",1,"Not so popular"
"doomsday-clicker",1,"Not so popular"
"kung-fu-master",1,"Not so popular"
"critter-mound",1,"Not so popular"
"the-factory",1,"Not so popular"
"the-jungle-book",1,"Not so popular"
"salt",1,"Not so popular"
"mario-strikers-charged",1,"Not so popular"
"gacha-world",1,"Not so popular"
"call-of-duty-heroes",1,"Not so popular"
"super-tribes",1,"Not so popular"
"infection-bio-war-free",1,"Not so popular"
"beach-buggy-racing",1,"Not so popular"
"exploding-kittens",1,"Not so popular"
"zombie-hq",1,"Not so popular"
"blues-and-bullets",1,"Not so popular"
"chaos-reborn",1,"Not so popular"
"age-of-conquest-4",1,"Not so popular"
"cardinal-quest-2",1,"Not so popular"
"astronest",1,"Not so popular"
"football-manager-2016",1,"Not so popular"
"uncharted-fortune-hunter",1,"Not so popular"
"talisman-thh",1,"Not so popular"
"guitar-hero-5",1,"Not so popular"
"12-is-better-than-6",1,"Not so popular"
"count-lucanor",1,"Not so popular"
"texas-hold-em",1,"Not so popular"
"sonic-the-hedgehog-4-episode-2",1,"Not so popular"
"forza-apex",1,"Not so popular"
"wild-arms-3",1,"Not so popular"
"splinter-cell",1,"Not so popular"
"conveni-dream",1,"Not so popular"
"duskers",1,"Not so popular"
"mitos.is",1,"Not so popular"
"bit-trip-flux",1,"Not so popular"
"simcity-classic",1,"Not so popular"
"pandora-first-contact",1,"Not so popular"
"conquest-of-camelot",1,"Not so popular"
"nexuiz",1,"Not so popular"
"va-11-hall-a",1,"Not so popular"
"kirby-robobot",1,"Not so popular"
"dragons-lair",1,"Not so popular"
"immortal-defense",1,"Not so popular"
"super-motherload",1,"Not so popular"
"rodeo-stampede",1,"Not so popular"
"eve-valkyrie",1,"Not so popular"
"golden-sun-series",1,"Not so popular"
"pinkamena",1,"Not so popular"
"the-amazing-spiderman-2",1,"Not so popular"
"necropolis",1,"Not so popular"
"worms-2",1,"Not so popular"
"vainglory",1,"Not so popular"
"adr1ft",1,"Not so popular"
"prune",1,"Not so popular"
"insomnia-project",1,"Not so popular"
"raving-rabbids-tv-party",1,"Not so popular"
"nba-live",1,"Not so popular"
"sims-3-late-night",1,"Not so popular"
"starsky-and-hutch",1,"Not so popular"
"kgs-go",1,"Not so popular"
"risk",1,"Not so popular"
"cooking-adventure",1,"Not so popular"
"survival-planet",1,"Not so popular"
"driver",1,"Not so popular"
"seasons",1,"Not so popular"
"driller",1,"Not so popular"
"nightfire-007",1,"Not so popular"
"the-pits",1,"Not so popular"
"broken-sword-3",1,"Not so popular"
"layers-of-fear",1,"Not so popular"
"speedball-2",1,"Not so popular"
"not-golf",1,"Not so popular"
"nolimits-2",1,"Not so popular"
"dexter-deesaster-strikes",1,"Not so popular"
"onimod-land",1,"Not so popular"
"zeno-clash",1,"Not so popular"
"retro-pixel-castles",1,"Not so popular"
"anki-overdrive",1,"Not so popular"
"horizon-chase",1,"Not so popular"
"iron-snout",1,"Not so popular"
"ys-6-ark-of-napishtim",1,"Not so popular"
"heart-and-slash",1,"Not so popular"
"runescape-idle-adventures",1,"Not so popular"
"unravel",1,"Not so popular"
"super-punch-out",1,"Not so popular"
"how-to-survive-2",1,"Not so popular"
"persona-3",1,"Not so popular"
"off",1,"Not so popular"
"mother-russia-bleeds",1,"Not so popular"
"persona-4-arena-ultimax",1,"Not so popular"
"pathologic",1,"Not so popular"
"kings-bounty-north",1,"Not so popular"
"eastern-front-1941",1,"Not so popular"
"enderal-the-shards-of-order",1,"Not so popular"
"war-for-the-overworld",1,"Not so popular"
"vertigo-racing",1,"Not so popular"
"little-healer",1,"Not so popular"
"zenith-the-game",1,"Not so popular"
"doodle-army",1,"Not so popular"
"dog-sled-saga",1,"Not so popular"
"fire-department-3",1,"Not so popular"
"zoo-tycoon-2",1,"Not so popular"
"nba2k17",1,"Not so popular"
"particle-fleet-emergence",1,"Not so popular"
"dragon-front",1,"Not so popular"
"beyond-two-souls-remaster",1,"Not so popular"
"shenzhen-io",1,"Not so popular"
"dragon-quest-iv",1,"Not so popular"
"implosion",1,"Not so popular"
"duke-nukem-3d-world-tour",1,"Not so popular"
"disco-dave",1,"Not so popular"
"battlefleet-gothic-armada",1,"Not so popular"
"infinitewarfarebeta",1,"Not so popular"
"rise-of-the-triad",1,"Not so popular"
"h1z1-king-of-the-kill",1,"Not so popular"
"h1z1-just-survive",1,"Not so popular"
"god-eater-burst",1,"Not so popular"
"rock-band-rivals",1,"Not so popular"
"carmageddon-max-damage",1,"Not so popular"
"carmageddon-reincarnation",1,"Not so popular"
"neon-chrome",1,"Not so popular"
"rock-band-blitz",1,"Not so popular"
"toukiden-kiwami",1,"Not so popular"
"dominations",1,"Not so popular"
"monkey-evolution",1,"Not so popular"
"tapps-games",1,"Not so popular"
"bitray2",1,"Not so popular"
"dragonvale-world",1,"Not so popular"
"cityinc",1,"Not so popular"
"sonic-adventure",1,"Not so popular"
"rise-and-fall",1,"Not so popular"
"tiny-miners",1,"Not so popular"
"unturned-3",1,"Not so popular"
"ittle-dew-2",1,"Not so popular"
"asphalt-xtreme",1,"Not so popular"
"spintires",1,"Not so popular"
"top-gear",1,"Not so popular"
"top-gear-2",1,"Not so popular"
"kings-field-2",1,"Not so popular"
"the-beginners-guide",1,"Not so popular"
"tnns",1,"Not so popular"
"lords-of-magic",1,"Not so popular"
"dance-central-spotlight",1,"Not so popular"
"make-more",1,"Not so popular"
"half-life-source",1,"Not so popular"
"pokemon-snakewood",1,"Not so popular"
"enchanted-cave-2",1,"Not so popular"
"orbiter",1,"Not so popular"
"wormax.io",1,"Not so popular"
"colt-express",1,"Not so popular"
"steins-gate-0",1,"Not so popular"
"idarb",1,"Not so popular"
"dr-dragos-madcap-chase",1,"Not so popular"
"hexen-series",1,"Not so popular"
"quest-for-glory-1",1,"Not so popular"
"california-speed",1,"Not so popular"
"civcity-rome",1,"Not so popular"
"monster-hunter-3-portable",1,"Not so popular"
"classic-words",1,"Not so popular"
"shantae-half-genie-hero",1,"Not so popular"
"chop-chop-ninja",1,"Not so popular"
"smt-series",1,"Not so popular"
"dragon-ball-z-legacy",1,"Not so popular"
"the-walking-dead-3",1,"Not so popular"
"7th-dragon-iii-code-vfd",1,"Not so popular"
"realm-grinder",1,"Not so popular"
"canyon-capers",1,"Not so popular"
"vector-2",1,"Not so popular"
"beglitched",1,"Not so popular"
"fleeing-the-complex",1,"Not so popular"
"i-dig-it-remastered",1,"Not so popular"
"green-the-planet",1,"Not so popular"
"shadowverse",1,"Not so popular"
"vampire-the-masquerade-redemption",1,"Not so popular"
"standby",1,"Not so popular"
"headlander",1,"Not so popular"
"last-chaos",1,"Not so popular"
"endless-legend-tempest",1,"Not so popular"
"generals.io",1,"Not so popular"
"see-no-evil",1,"Not so popular"
"lineum",1,"Not so popular"
"sabers-edge",1,"Not so popular"
"tribes-vengeance",1,"Not so popular"
"too-many-chefs",1,"Not so popular"
"dragon-quest-viii-3ds",1,"Not so popular"
"super-toss-the-turtle",1,"Not so popular"
"orcs-and-elves",1,"Not so popular"
"orbit",1,"Not so popular"
"tower-unite",1,"Not so popular"
"pathfinder-adventures",1,"Not so popular"
"mario-forever",1,"Not so popular"
"shadowcaster",1,"Not so popular"
"fairy-fencer-f",1,"Not so popular"
"homeworld-cataclysm",1,"Not so popular"
"rock-band-series",1,"Not so popular"
"neth",1,"Not so popular"
"sonic-lost-world",1,"Not so popular"
"titan-souls",1,"Not so popular"
"ultimate-driving-odessa",1,"Not so popular"
"blacksea-odyssey",1,"Not so popular"
"witch-and-hundred-knight",1,"Not so popular"
"world-of-pirate-ships",1,"Not so popular"
"trials-of-the-bd",1,"Not so popular"
"madden-06",1,"Not so popular"
"madden-07",1,"Not so popular"
"opl",1,"Not so popular"
"katamari-forever",1,"Not so popular"
"software-inc",1,"Not so popular"
"blacksmith-story",1,"Not so popular"
"unexplored",1,"Not so popular"
"tfx",1,"Not so popular"
"deistic-pixel-dungeon",1,"Not so popular"
"blaster-master-zero",1,"Not so popular"
"dungeon-hunter-5",1,"Not so popular"
"wii-play",1,"Not so popular"
"kirby-series",1,"Not so popular"
"alpine-ski-racing-2007",1,"Not so popular"
"kings-quest-iii",1,"Not so popular"
"fury-roads-survivor",1,"Not so popular"
"mushihimesama",1,"Not so popular"
"crashy-cats",1,"Not so popular"
"workemon",1,"Not so popular"
"ace-combat-assault-horizon-legacy",1,"Not so popular"
"plumbers-dont-wear-ties",1,"Not so popular"
"868-hack",1,"Not so popular"
"goblin-sword",1,"Not so popular"
"sleeping-beauty",1,"Not so popular"
"total-eclipse",1,"Not so popular"
"has-been-heroes",1,"Not so popular"
"longplay",1,"Not so popular"
"dragon-ball-dokan-battle",1,"Not so popular"
"throne-of-darkness",1,"Not so popular"
"last-man-standing",1,"Not so popular"
"kiss-psycho-circus-nightmare-child",1,"Not so popular"
"animal-jam",1,"Not so popular"
"mad-games-tycoon",1,"Not so popular"
"fnaf-world",1,"Not so popular"
"anime-gacha",1,"Not so popular"
"10-billion-wives",1,"Not so popular"
"puyo-puyo",1,"Not so popular"
"scanner-sombre",1,"Not so popular"
"little-nightmares",1,"Not so popular"
"fragile-allegiance",1,"Not so popular"
"strider",1,"Not so popular"
"touhou-great-fairy-wars",1,"Not so popular"
"touhou-perfect-cherry-blossom",1,"Not so popular"
"broken-sword-4",1,"Not so popular"
"broken-sword-5",1,"Not so popular"
"just-cause-series",1,"Not so popular"
"need-for-speed-2-special-edition",1,"Not so popular"
"strafe",1,"Not so popular"
"mega-man-x5",1,"Not so popular"
"piczle-lines-dx",1,"Not so popular"
"kathy-rain",1,"Not so popular"
"dungeons-2",1,"Not so popular"
"frogger-2-swampys-revenge",1,"Not so popular"
"c.a.t.s",1,"Not so popular"
"farpoint",1,"Not so popular"
"earthlock",1,"Not so popular"
"dead-in-bermuda",1,"Not so popular"
"furi",1,"Not so popular"
"cut-the-rope-experiments",1,"Not so popular"
"ultima-savage-empire",1,"Not so popular"
"castlevania-dracula-x-chronicles",1,"Not so popular"
"team-kirby-clash-deluxe",1,"Not so popular"
"learn-to-fly-3",1,"Not so popular"
"zork-nemesis",1,"Not so popular"
"yoshi",1,"Not so popular"
"red-faction",1,"Not so popular"
"friday-the-13th",1,"Not so popular"
"everwing",1,"Not so popular"
"grunthack",1,"Not so popular"
"snatch",1,"Not so popular"
"zombie-gunship-survival",1,"Not so popular"
"skullgirls-mobile",1,"Not so popular"
"red-dead-revolver",1,"Not so popular"
"beautiful-katamari",1,"Not so popular"
"land-sliders",1,"Not so popular"
"coldwaters",1,"Not so popular"
"just-kill-me",1,"Not so popular"
"redout",1,"Not so popular"
"pixel-privateers",1,"Not so popular"
"passpartout",1,"Not so popular"
"volgarr-the-viking",1,"Not so popular"
"crash-bandicoot-warped",1,"Not so popular"
"the-last-express",1,"Not so popular"
"digfender",1,"Not so popular"
"sleepy-kraken",1,"Not so popular"
"virtual-beggar",1,"Not so popular"
"buzz-aldrins-space-program-manager",1,"Not so popular"
"reed",1,"Not so popular"
"fire-pro-wrestling-world",1,"Not so popular"
"game-tycoon-1.5",1,"Not so popular"
"pokemon-global-revolution",1,"Not so popular"
"monument-valley-2",1,"Not so popular"
"star-wars-monopoly",1,"Not so popular"
"mukashi-mukashi-aru-tokoro-ni",1,"Not so popular"
"cats-crash-arena-turbo-stars",1,"Not so popular"
"planetary-annihilation-titans",1,"Not so popular"
"gigantic",1,"Not so popular"
"final-fantasy-15-a-new-empire",1,"Not so popular"
"nintendo-game-and-watch",1,"Not so popular"
"little-alchemy",1,"Not so popular"
"guitar-hero-on-tour",1,"Not so popular"
"prelude-of-the-chambered",1,"Not so popular"
"operate-now-hospital",1,"Not so popular"
"impossible-test-3",1,"Not so popular"
"reassembly",1,"Not so popular"
"accel-world-vs-sword-art-online",1,"Not so popular"
"tokaido-gojusan-tsugi",1,"Not so popular"
"diggles-myth-of-fenris",1,"Not so popular"
"metrico+",1,"Not so popular"
"eternal-ring",1,"Not so popular"
"i-wanna-kill-the-kamilia-2",1,"Not so popular"
"clawbert-toy-town",1,"Not so popular"
"erinia",1,"Not so popular"
"senran-kagura-shinovi-versus",1,"Not so popular"
"battle-bay",1,"Not so popular"
"donald-duck-goin-quackers",1,"Not so popular"
"titanfall-assault",1,"Not so popular"
"minetest",1,"Not so popular"
"mega-man-legacy-2",1,"Not so popular"
"valley",1,"Not so popular"
"darkwood",1,"Not so popular"
"cactus-mccoy-2",1,"Not so popular"
"modern-combat-5",1,"Not so popular"
"omikron-the-nomad-soul",1,"Not so popular"
"super-blood-hockey",1,"Not so popular"
"flinthook",1,"Not so popular"
"distrust",1,"Not so popular"
"wonder-boy-the-dragons-trap",1,"Not so popular"
"hidden-folks",1,"Not so popular"
"spyro-enter-the-dragonfly",1,"Not so popular"
"spyro-2-riptos-rage",1,"Not so popular"
"house-of-many-doors",1,"Not so popular"
"f1-2017",1,"Not so popular"
"merge-dragons",1,"Not so popular"
"pcsx",1,"Not so popular"
"gran-turismo-4",1,"Not so popular"
"the-testament-of-sherlock-holmes",1,"Not so popular"
"painkiller-series",1,"Not so popular"
"car-mechanic-simulator-2018",1,"Not so popular"
"shantae-pirate-queens-quest",1,"Not so popular"
"dashy-crashy",1,"Not so popular"
"lets-make-a-soccer-team",1,"Not so popular"
"beat-stomper",1,"Not so popular"
"assassins-creed-identity",1,"Not so popular"
"uncharted-lost-legacy",1,"Not so popular"
"the-legend-of-heroes",1,"Not so popular"
"tooth-and-tail",1,"Not so popular"
"mirage-arcane-warfare",1,"Not so popular"
"kitty-city",1,"Not so popular"
"chuchu-rocket",1,"Not so popular"
"age-of-wonders-shadow-magic",1,"Not so popular"
"the-simpsons-road-rage",1,"Not so popular"
"croc-legend-of-the-gobbos",1,"Not so popular"
"pokken-tournament-dx",1,"Not so popular"
"alien-swarm-reactive-drop",1,"Not so popular"
"nexus-the-jupiter-incident",1,"Not so popular"
"demons-crystals",1,"Not so popular"
"x-men-children-of-atom",1,"Not so popular"
"body-harvest",1,"Not so popular"
"super-house-of-dead-ninjas",1,"Not so popular"
"lego-ninjago-movie",1,"Not so popular"
"need-for-speed-no-limits",1,"Not so popular"
"castle-cats",1,"Not so popular"
"repton-1",1,"Not so popular"
"repton-2",1,"Not so popular"
"red-eclipse",1,"Not so popular"
"mr-president",1,"Not so popular"
"oldtv",1,"Not so popular"
"parachute",1,"Not so popular"
"tales-of-rays",1,"Not so popular"
"mushroom-wars-2",1,"Not so popular"
"colin-mcrae-rally-2005",1,"Not so popular"
"dracula-series",1,"Not so popular"
"caveblazers",1,"Not so popular"
"split-second",1,"Not so popular"
"splatter-house-3",1,"Not so popular"
"stalker-call-of-pripyat",1,"Not so popular"
"xanadu-next",1,"Not so popular"
"mario-kart-arcade-gp-dx",1,"Not so popular"
"jumpman",1,"Not so popular"
"mod-nation-racers-road-trip",1,"Not so popular"
"pokemon-colosseum",1,"Not so popular"
"brick-rigs",1,"Not so popular"
"james-bond-007-blood-stone",1,"Not so popular"
"transformers-fall-of-cybertron",1,"Not so popular"
"pyre",1,"Not so popular"
"tales-of-legendia",1,"Not so popular"
"zelda-mystery-of-solarus-dx",1,"Not so popular"
"turok-2-seeds-of-evil-2017",1,"Not so popular"
"lineage-2-revolution",1,"Not so popular"
"clannad",1,"Not so popular"
"snoopys-town-tale",1,"Not so popular"
"quantum-break",1,"Not so popular"
"seven-the-days-long-gone",1,"Not so popular"
"charlie-the-duck",1,"Not so popular"
"20000-light-years-into-space",1,"Not so popular"
"battlefield-play4free",1,"Not so popular"
"2014-fifa-world-cup-brazil",1,"Not so popular"
"dynasty-warriors-strikeforce",1,"Not so popular"
"championship-manager-season-97-98",1,"Not so popular"
"baldurs-gate-2-throne-of-bhaal",1,"Not so popular"
"severed",1,"Not so popular"
"sir-benfros-brilliant-balloon",1,"Not so popular"
"hitman-go",1,"Not so popular"
"snowboard-kids-2",1,"Not so popular"
"crusaders-of-the-lost-idols",1,"Not so popular"
"cooking-mama-5-bon-appetit",1,"Not so popular"
"top-eleven-be-a-football-manager",1,"Not so popular"
"disgaea-4-a-promise-revisited",1,"Not so popular"
"might-and-magic-series",1,"Not so popular"
"hades-star",1,"Not so popular"
"splitter-critters",1,"Not so popular"
"snake-vs-block",1,"Not so popular"
"march-of-empires",1,"Not so popular"
"football-manager-2018",1,"Not so popular"
"millennia-altered-destinies",1,"Not so popular"
"it-belongs-in-an-ancient-ruin",1,"Not so popular"
"attack-of-the-friday-monsters",1,"Not so popular"
"far-cry-instincts-predator",1,"Not so popular"
"breath-of-fire-dragon-quarter",1,"Not so popular"
"the-walking-dead-survival-instinct",1,"Not so popular"
"ark-survival-of-the-fittest",1,"Not so popular"
"the-dark-eye-blackguards",1,"Not so popular"
"realms-of-arkania-blade-of-destiny",1,"Not so popular"
"neptunia-rebirth-3",1,"Not so popular"
"stick-fight-the-game",1,"Not so popular"
"akaneiro-demon-hunters",1,"Not so popular"
"janes-688i-hunter-killer",1,"Not so popular"
"ace-combat-5-the-unsung-war",1,"Not so popular"
"battle-gems-adventurequest",1,"Not so popular"
"mario-luigi-bowsers-inside-story",1,"Not so popular"
